"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-17.1497342203729,-8.94963240240218,-19.2979795460321,-13.4281205878626,-23.5438690135583,-23.8706678543643,-26.3810202889598,-15.6281726043264,-19.0200671803275,-15.3653768182275,-16.5301169144033,-21.5722997920362,-16.0458978556865,-15.4552246955302,-77.3160931566973,-25.3379568034636,-22.6014960624822,-15.1312539154379,-23.2551532971218,-21.3567775108709,-16.7120059841167,-20.2455751713196,-23.4540278971335,-18.1364547735315,-12.0620628922721,-24.4692975764893,-17.8570362573644,-22.3661282288469,-14.1553471007929,-14.4133357302405,-12.6437138276661,-21.5165919679642,-21.7960881970599,-21.30435945304,-18.9707361145558,-13.1904808155173,-24.7632153375293,-20.0176337473552,-26.2590253326417,-22.3504784329142,-14.5005198901898,-22.5329377577708,-17.7109320534036,-25.9418611705624,-16.7249231504094,-18.3584963729717,-25.8255163562844,-19.3884464087879,-16.8376472418029,-18.4137965439443
-14.0974918868457,-4.84759276845508,-15.5306246995841,15.4056462645722,-19.1408581217361,-20.0283179811415,-21.8866903893026,-10.5136660468866,-15.9868983101257,-13.4140276988351,-12.4756342326623,-18.1214759072863,-12.0546905151604,-11.3915570565838,55.6758571699072,-21.0166047978896,-19.5324785044071,-12.0141247769027,-18.0969433726876,-17.4614486196317,-13.0431106359756,-15.7093644690038,-18.9607511276779,-13.2169542104715,-10.2739868917717,-19.341555878105,-13.8181385229047,-18.1757072927048,-11.2065566603783,-11.7414469509737,-10.2292586479276,-16.5087133340214,-16.6568217470826,-17.0122743315556,-15.3477924660626,-10.8252918777405,-19.6679506157451,-16.7728517196987,-21.6450899399164,-17.7411329806969,-12.1490015145533,-18.2644286824886,-14.4078114660037,-20.2834483874138,-12.726203067629,-14.6128124314776,-20.3022017129189,-14.8459248594853,-13.6814726564977,-14.3655622562179
-33.8227517538116,-10.1249700951549,-39.1084520674955,55.4219883216879,-46.5319235785738,-47.8007682974005,-51.6271460518093,-27.9487289252436,-39.4605992548711,-31.2514140616586,-28.8112322381542,-42.9082275887937,-31.6319467566669,-28.4063476276106,119.214913827291,-47.9607659409633,-44.9298673603312,-28.281337374908,-43.6896362834908,-42.7760137866752,-31.5550187748466,-38.7815801684701,-47.4183783458038,-33.3964620813409,-20.8065285782146,-46.9764298810809,-33.4866240765205,-43.6834892599215,-25.4631143438915,-26.9991169165303,-22.2956995105022,-41.5882049976603,-41.8793285490717,-41.4155938438476,-37.5755902297548,-24.418287427863,-48.1162582813899,-41.2910181682199,-51.3689395176911,-44.6368264450361,-29.9372230464058,-43.0231790381429,-34.0544506576371,-49.7879949786156,-32.0137307903547,-35.8868903959719,-50.388391611616,-35.9532492376536,-31.7887941315306,-35.9638206127082
-18.9164002427874,-5.57143548139068,-21.8641536105687,8.33025947294172,-25.7713410018199,-25.9467877975818,-28.0880158143338,-14.7163568927017,-21.4815992574551,-17.2954221053217,-16.0793177837751,-23.3485791990148,-18.0963330918979,-13.5500533737536,59.1188538003249,-26.9882922172832,-24.1442274355831,-15.5988010346605,-23.9081118495171,-21.8631988730546,-16.7555534807592,-20.5964943833951,-25.2300066575908,-18.7827957832151,-11.3254109455972,-25.7848882473851,-16.9923098758964,-23.8390647961924,-14.2912674952755,-13.7883266970197,-12.0066132356533,-21.5247366812391,-23.2532111782202,-22.3113934390965,-20.7630689135393,-14.189028124956,-24.7368595630284,-21.4781725443267,-28.1320992875584,-24.0752788506078,-16.8594891928633,-24.2905256185685,-18.9224328662756,-27.2121117102706,-16.6147918444512,-18.4873101240862,-27.9053660896903,-19.5554820962119,-17.6621464292185,-19.1546645182821
-9.67247293774519,-3.31205825998679,-11.1260002474211,2.58970294222537,-12.6157656965189,-13.4406582373872,-14.5296546859438,-7.35438115070554,-11.3847949962403,-9.23523426438333,-8.34040247429415,-12.242479500513,-8.86405546699108,-8.06440941003104,41.0467904253217,-13.4654842515107,-13.2038457171102,-8.32314213548661,-12.6599381764973,-11.7251426106763,-8.83047121347276,-11.3130986824416,-13.0320337113504,-9.2406760908914,-5.90362938631686,-13.7278323930039,-9.98729851995541,-12.0006514868075,-7.58549146458462,-7.72248472990371,-6.4887887220042,-12.2940171558458,-11.5996089878745,-11.7840672216196,-10.6200150803108,-7.96237881555886,-13.2158219527069,-11.611960624852,-14.3266835148768,-13.000283440643,-8.52289085872284,-12.1958832267291,-9.88694439040542,-13.6100698244403,-9.16753407084107,-10.1004048355087,-14.4383508051311,-10.4241979192937,-9.01126868442051,-10.4353211571052
-8.11826635061831,-0.588706129250124,-9.01696084498587,13.34107286717,-11.2325223880093,-10.9920772417483,-12.3401482071551,-6.56300003740706,-9.59752748687197,-7.6415818853803,-6.97263777360453,-9.96228266277162,-7.36210583057402,-6.3104495320258,6.88040682227703,-11.2375899504638,-10.616495674397,-6.59970021385354,-10.309183299443,-10.3767464203953,-7.45530208226331,-8.2354854367888,-10.989356288601,-8.20300499865061,-5.32754590036378,-11.133496226062,-8.43727903024546,-10.3687737404984,-6.32269884411059,-6.15038656647213,-5.05517284919088,-9.91668348701928,-10.0247702371079,-9.65752500056858,-8.42369609075354,-5.76188815831578,-11.0465504639274,-9.74369458601324,-12.4371434938425,-10.0472510011865,-6.99130920069225,-10.2177505660046,-7.94313816782731,-11.2200050535827,-7.11079250804255,-8.43139309533317,-12.0006256431788,-8.04310882611649,-7.77474216434693,-7.87351183679092
-48.6721766447208,-19.3233402278874,-55.768094824365,51.615817134067,-66.248579887276,-67.2679046495571,-73.8883653274978,-41.4614000249336,-56.9734631402531,-45.6064939404419,-41.4376583675076,-60.5323736792343,-46.0122256893814,-38.5207127184142,333.42020589444,-69.1483031374486,-63.3682376982946,-40.9646323623395,-62.6488928044664,-58.5574384187038,-45.234539627732,-54.5946000855911,-66.7622173487459,-47.3036402375182,-32.9948974683591,-67.0315705732568,-48.2382497267072,-61.6185717611726,-38.4346123265973,-39.1597284412784,-31.656230460477,-58.1253530681265,-59.8230817035623,-59.2365110524979,-52.7175448890193,-36.3517284441507,-68.0309092894241,-57.0462973567786,-73.296809504724,-62.5686230734115,-42.6414686839949,-62.5563190900346,-48.0933949399015,-70.0302033758616,-44.6837874091602,-51.3316951312251,-71.9162557521275,-51.6391184794164,-47.0427260422685,-50.588522574672
-39.3990999043768,-17.6813178667348,-45.4083887866326,28.764996645711,-54.2854522547677,-54.5083490487424,-59.4952646151685,-33.4963150032518,-44.1073366061441,-37.0634019101153,-33.9361228626743,-50.4278461696945,-37.4790826761299,-31.772800976598,304.006863180279,-56.3152910356838,-51.1390999378605,-32.5548263659541,-50.2957487477309,-47.9720231522379,-37.3318206695782,-44.5602051275393,-54.3011955803493,-39.4023541811403,-26.0444866522074,-54.3529037219409,-38.8779252605067,-50.8454776812201,-30.3508198068814,-31.265213034246,-25.889461554704,-47.8451659712341,-48.6179904476659,-48.7075892580699,-41.6005981601603,-29.5776214682904,-54.7559820330831,-48.2889389561535,-59.93790766152,-49.6167685814146,-35.6814696587514,-50.3866799690823,-39.039144583591,-57.4230699837804,-36.5334767523984,-41.433756120934,-57.7564809734647,-42.2130128866603,-37.7703375676328,-42.5830680915478
-48.3801734444407,-19.0380113752477,-55.5271583718073,52.1721739455667,-65.9936092736501,-67.0129659201089,-73.3074480181972,-41.5051460262968,-56.688679009236,-44.8704746225634,-41.0057021461729,-60.0599515124957,-46.1102632384617,-38.394812371824,325.953874525976,-68.911372342585,-62.9860533674026,-40.8562014032982,-62.3399197993427,-58.0382661660357,-45.0975156732129,-54.2168101278045,-66.3320613816139,-46.8926777210144,-32.681129612172,-66.927679086661,-48.237293240361,-61.2848951517893,-38.1216970837921,-38.996255727911,-31.4487173626224,-57.7694961018962,-59.3602378247672,-59.1140637022773,-52.6472370126631,-36.5557235724965,-67.6296954593822,-56.9416697315256,-73.1238435703349,-62.2694741625838,-42.5098812839359,-62.1442329217393,-47.8629349951151,-69.7028161186304,-44.4356719305562,-50.9077400790361,-71.7568308429511,-51.3877994520136,-47.1219283612731,-50.2976531027832
-40.5950216996768,-19.1905527473547,-47.3713451111222,7.51760219203174,-55.6251202559499,-55.3249171572624,-60.752306486848,-33.4706828655911,-48.3225126169739,-38.7922478970267,-36.1061581387477,-49.7108764468635,-38.5113619891758,-32.3869558391667,233.124070189832,-57.8299110138304,-54.0232324333733,-35.261816856683,-51.664509018984,-50.2517605772524,-37.7733586496941,-44.4185641370317,-54.94752767918,-39.5336507258723,-28.7634373165347,-56.0123324220286,-41.1862437304798,-51.2163573588948,-31.5259433142785,-32.624182462375,-27.2532092427746,-50.1764273120167,-50.2467284841743,-47.8472077468528,-44.4786738693106,-31.107194311526,-57.9420828969918,-48.7986024391597,-61.4958631119754,-52.8968807861775,-36.7193330309718,-52.0060871197699,-41.1673985151045,-58.8941826022367,-38.6474372723811,-42.0636808820193,-59.711700541581,-43.9114358140551,-38.3603827736195,-42.5255542704641
-23.3163360063502,-1.07366994304691,-28.6355948557135,19.2627790582482,-33.1123045595678,-34.197952382857,-36.6063123763154,-19.9876480515329,-28.0465254232701,-22.1333100757196,-19.5559242251064,-29.3263654483087,-22.0437875553696,-17.7846769849779,141.658677282731,-33.8282840822167,-31.5634203099483,-19.9162457496668,-30.9252242564919,-29.9743919026664,-22.9920832994868,-26.9890054896148,-32.8661718669077,-23.5390892207394,-14.8390955425484,-34.2049133151694,-23.7484239495946,-30.2882378963759,-18.7815042539959,-18.5915530541223,-14.6654682408142,-28.4622675568065,-30.183122311007,-29.4104260300079,-25.3222294730382,-17.1665296192965,-32.8360075382135,-29.2139804218796,-36.1788270456403,-30.7934758696442,-20.6865634212438,-30.8144118633649,-24.2783211082583,-34.63655725072,-22.0495858287083,-25.0395826800964,-35.9785900599538,-25.091867831474,-22.5489118246173,-25.9992033533614
-23.3163360063502,-1.07366994304691,-28.6355948557135,19.2627790582482,-33.1123045595678,-34.197952382857,-36.6063123763154,-19.9876480515329,-28.0465254232701,-22.1333100757196,-19.5559242251064,-29.3263654483087,-22.0437875553696,-17.7846769849779,141.658677282731,-33.8282840822167,-31.5634203099483,-19.9162457496668,-30.9252242564919,-29.9743919026664,-22.9920832994868,-26.9890054896148,-32.8661718669077,-23.5390892207394,-14.8390955425484,-34.2049133151694,-23.7484239495946,-30.2882378963759,-18.7815042539959,-18.5915530541223,-14.6654682408142,-28.4622675568065,-30.183122311007,-29.4104260300079,-25.3222294730382,-17.1665296192965,-32.8360075382135,-29.2139804218796,-36.1788270456403,-30.7934758696442,-20.6865634212438,-30.8144118633649,-24.2783211082583,-34.63655725072,-22.0495858287083,-25.0395826800964,-35.9785900599538,-25.091867831474,-22.5489118246173,-25.9992033533614
-23.3163360063502,-1.07366994304691,-28.6355948557135,19.2627790582482,-33.1123045595678,-34.197952382857,-36.6063123763154,-19.9876480515329,-28.0465254232701,-22.1333100757196,-19.5559242251064,-29.3263654483087,-22.0437875553696,-17.7846769849779,141.658677282731,-33.8282840822167,-31.5634203099483,-19.9162457496668,-30.9252242564919,-29.9743919026664,-22.9920832994868,-26.9890054896148,-32.8661718669077,-23.5390892207394,-14.8390955425484,-34.2049133151694,-23.7484239495946,-30.2882378963759,-18.7815042539959,-18.5915530541223,-14.6654682408142,-28.4622675568065,-30.183122311007,-29.4104260300079,-25.3222294730382,-17.1665296192965,-32.8360075382135,-29.2139804218796,-36.1788270456403,-30.7934758696442,-20.6865634212438,-30.8144118633649,-24.2783211082583,-34.63655725072,-22.0495858287083,-25.0395826800964,-35.9785900599538,-25.091867831474,-22.5489118246173,-25.9992033533614
-56.094086714611,-27.8641627282542,-64.7701626623992,-111.512746563715,-76.9940565004784,-77.1032602429583,-83.0418406737446,-46.917564269203,-61.8769606751175,-51.4279672729551,-47.862453481236,-69.4258021675528,-50.5730279351016,-43.6582321362484,292.191964862155,-78.4980372484909,-74.0050516168615,-47.4799661944553,-71.2998954605332,-68.1601309452775,-52.1805237165137,-63.8181785190934,-76.0500988724704,-53.1503151283298,-37.0312948263886,-77.0735555096394,-54.5941074434534,-71.5833725321721,-44.3927573876103,-44.3243295290609,-37.9420103665156,-67.2301077168672,-68.3331431400204,-65.7605782716109,-59.1940284383615,-42.3627821008549,-77.473384327154,-67.0669895822483,-83.8669671452293,-71.2007762636942,-50.4952483948588,-69.7444535584978,-53.7244931988646,-80.6048584305847,-51.2969188481128,-58.7991981854022,-82.8482797072474,-58.7023738397094,-53.0852299574812,-57.8355409660986
-33.0095674233012,-10.894987097233,-38.0541622554346,45.610899333743,-45.9044736464341,-46.3280655586471,-49.1334430109295,-28.7210254094396,-37.6469023168335,-30.9740577642221,-27.7694936031174,-41.3502737189421,-31.7270498527122,-26.8181851363025,124.297902028859,-47.201302535919,-42.9473397219692,-28.4310214965955,-42.4049282602145,-40.2997762536991,-31.223215053456,-36.9286981935686,-45.8483585205634,-32.4389817275621,-21.673044527204,-46.3486362938525,-33.1569754288083,-42.3011799390759,-25.5940596726345,-26.6494379227878,-21.3341722579898,-40.6868230380411,-40.8242608464274,-39.6733262963889,-34.9961998224896,-26.0309479278363,-47.5678378093134,-39.6033332025844,-49.2245053882319,-42.7452561324887,-29.5998076615511,-41.7956787555273,-33.3812777306465,-48.795393668998,-30.1044285730938,-34.1425778721523,-49.4036829055111,-35.7545326981573,-31.5832289416396,-34.3422759046946
-17.9860245259553,-7.8794270257847,-20.6116330823404,-12.4420438115671,-24.2251473850233,-25.3072950003588,-27.0862441044343,-15.8522393006416,-19.9937573623425,-16.3260334962769,-16.4824476760677,-22.4131185434564,-16.4532810596111,-15.1184522160478,-9.89941515733262,-25.8396634081836,-23.3417467628291,-15.1715981408715,-23.0849838662899,-22.7663190610345,-17.0921909186544,-20.192369221119,-24.6054601208684,-17.5007101429588,-12.1478723366997,-24.0313805489653,-18.2516662819416,-22.9250150881903,-14.8127082733442,-15.0724839095727,-12.2755003638413,-21.9010264507159,-21.8863635080102,-21.9179346267118,-19.6628703057614,-14.6755508456979,-25.3530583896859,-21.864604626713,-27.2849583479245,-23.2037245785725,-17.0875065674195,-23.5189653406341,-17.1322471083551,-25.9621122453516,-16.7466732412682,-18.9651939180971,-26.9910238760495,-18.8419775148258,-17.1138568775979,-18.4503205955895
-30.3037854014316,-15.4025370031285,-35.0993984321712,1.90802722256312,-41.9121421382732,-41.9781102467041,-45.233011871447,-26.3295451914136,-34.2924521198169,-28.3374825694793,-26.5931368028928,-38.0330064088448,-28.1258677025781,-25.0701163935371,129.822342221085,-43.7579512332688,-38.8493352532139,-26.0969616052516,-38.6511870451377,-36.8157248152178,-27.4434222934073,-33.4990850934984,-41.8166461326929,-29.2741131851804,-20.8160361076067,-41.7894098208692,-30.1312199768051,-38.5602427259707,-24.6883418860598,-24.1554420931322,-21.4354255110987,-37.2014408467911,-37.462475297153,-36.4249359136714,-32.2531433369596,-23.1398930042493,-42.5667698109138,-36.7632590962632,-44.9667263805992,-37.9851871335667,-27.9137475022234,-38.6172949538996,-29.7949009060678,-43.0151804331323,-28.1551702602968,-31.2292395285228,-44.6240085110209,-32.5533258809221,-27.4681790428873,-31.3825323275071
-49.489582089049,-20.8130313693625,-56.1782234048726,-39.7018465250021,-66.6223091171082,-68.4909379626871,-72.6865038926896,-39.8672977325923,-55.1947279476337,-45.1744412014903,-42.5223197332612,-59.9420232284443,-46.1054186592783,-39.3050718054312,255.731589789001,-68.4504599073752,-64.1657273488722,-41.8238372805657,-62.1784370941378,-60.1368968037989,-45.9566034500756,-54.2352195864573,-66.8605264026226,-49.0417995655707,-33.6975244171526,-66.5431018547638,-47.5480466363234,-61.7298982284238,-38.9228872501986,-39.1092640427122,-33.1247724860548,-58.6786239260415,-59.8693660942194,-57.2768118906032,-52.1107401675099,-35.9381910475621,-68.5530519085868,-58.8817305122969,-73.6637331703941,-62.5137603486354,-44.245496959427,-63.2002305333229,-49.3269751753792,-69.6379210672836,-46.3122587136778,-51.7246654943235,-72.0221453776885,-52.5088092401031,-45.9277907809695,-50.5620183645174
-27.5101080534267,-11.6970726974251,-32.132162879095,6.11871615409384,-40.0776991333772,-40.743502074832,-43.7169744859208,-22.2899131529774,-32.5288385031347,-26.5612088572936,-23.5706059069344,-35.715762345986,-25.4518377324734,-22.9647672544625,123.315917023912,-40.9575510622333,-37.6783311317281,-21.8135627207427,-36.3812505982692,-34.6102074604288,-25.4730236441567,-31.8110542418505,-38.7257912338062,-27.7066442184935,-19.1646872695721,-40.4512849593007,-27.9780105380127,-36.6085553819809,-21.8158523958084,-22.0950869818412,-17.3936864640046,-34.1849822541826,-34.1655006056213,-33.6900089753655,-30.5813641613398,-20.5635386332413,-40.1668985166242,-33.5721591302005,-43.3986185621837,-36.1902960328779,-24.9169053761566,-35.4340842308594,-27.7961488269083,-41.1315361999925,-25.4488711409097,-30.5031908993759,-42.9101699195273,-31.4507421846439,-26.7047673452295,-29.2786950653124
-48.8284598910201,-19.7652006290403,-55.9350995539276,-38.8781704444613,-65.8255983568284,-67.9053926003436,-72.0580168163051,-39.3269552506943,-54.6620786028323,-44.5899779337984,-42.1009249169929,-59.4718294416871,-45.4711151147159,-38.8198621372627,246.876733387772,-67.9022207699477,-63.2279687211042,-41.5043969823721,-61.7204455708609,-59.6203016767852,-45.5039109495589,-53.6090875399234,-66.1202917283033,-48.5493622382776,-33.0592585811183,-66.0348653367879,-47.2953206835079,-61.2873305020177,-38.1366746582703,-38.9727888458263,-32.6196274611501,-58.2302419964297,-59.2714611703021,-56.9255513184889,-51.8392630053159,-35.447028144814,-67.9790529260456,-58.3319738603952,-73.1543097834708,-61.8753607378676,-43.7950399061632,-62.4042280379372,-48.9048238494212,-69.2423733181466,-45.6931188144936,-51.0271736821224,-71.2929734078821,-51.8773714017969,-45.5425666086065,-49.8458608892572
-32.0824854518412,-9.38661102171251,-37.9462838544671,43.1977116152285,-45.0573694859318,-45.3871644227046,-49.5773431718044,-27.5959076502091,-37.2826656321463,-30.4343066491457,-26.6625454141438,-41.3052673798877,-30.6021644598362,-25.5805965261642,169.842650635061,-46.7690601935081,-42.7050889414173,-26.8950225207204,-41.1619416021801,-39.8310024548914,-30.5407032382595,-35.9533886824855,-44.971747033297,-32.1205556028317,-20.2007131514029,-45.5146942239637,-31.7071381061426,-41.4874182590501,-23.7400034663171,-25.0665349462944,-18.8718351072578,-39.1133215656444,-39.8638917150063,-39.9130615259404,-34.1892804409416,-23.1230229254713,-46.0993835141098,-40.3593795989131,-49.9385108098243,-42.1889461717158,-28.0330723275694,-41.7429232412177,-32.8163522511339,-47.5771768676087,-30.9087526260377,-35.2187125421043,-48.2382547074841,-34.9911866262883,-29.7024704944077,-33.6664383686229
-51.7811040742812,-22.4306503178556,-59.7721576227678,-21.8298322950934,-70.1444121706819,-72.5769917039919,-77.3707992610902,-43.3337702952213,-59.4177892132101,-49.4787175762174,-44.0967257248407,-64.7556646388163,-47.0783202889895,-40.9421103299828,113.368485570862,-72.8086188333242,-67.0468520740374,-43.354688157561,-66.4587372340294,-62.2572482089437,-47.7418239636154,-55.8395965714538,-70.2969710135377,-50.6070233420248,-35.4091568480864,-72.0301881271192,-50.0089109272506,-64.7805640429353,-39.1859949710736,-42.0567214278038,-34.5681960002751,-63.5079107551206,-61.8932990108257,-60.4288642033616,-55.6696829545635,-38.223405169834,-71.4752544382996,-60.8115861629078,-77.8352369201153,-65.6886363593403,-46.3237036739244,-65.5441021528072,-50.4382619693292,-74.3153483937305,-46.5333051379937,-54.1981779473984,-75.9652802577672,-55.4355472327988,-47.2981706616158,-52.9089120802044
-17.4909357698855,-6.22052238178846,-19.927606161909,-13.7823645506582,-23.9539689835328,-24.1783950285004,-26.0768926301588,-14.1209554961621,-20.3082699279769,-15.8491122334488,-16.2092393041082,-21.706891469846,-15.8287754290094,-14.0329564513633,17.6856073347344,-25.6591000399242,-22.4471528862706,-14.6750623362481,-22.6262543640411,-19.5154011746881,-16.5192941096201,-18.6498969390939,-23.6346885050286,-17.2165427742741,-13.0326699110962,-23.5913213453937,-17.6437774578058,-22.4636132540196,-14.2557211011433,-14.9128723996383,-11.1408437363637,-21.3210354463287,-21.7675093622362,-20.2811846384876,-18.554714823707,-13.2521949481719,-24.0895881587768,-20.4603426966782,-25.6544565291468,-22.238082681252,-15.8247961342725,-21.7481789312967,-17.5793131479159,-24.6446635299014,-15.9831487355334,-17.754517806237,-25.9760309749308,-17.0545594273801,-16.4245076988135,-18.5609759401717
-27.6311329087653,-8.62147099996098,-32.8677228246284,28.9362489811058,-38.6613961908914,-39.0437947616385,-43.0491004929044,-24.3363839188305,-31.7691193021687,-26.3654071279544,-24.7846679486445,-35.7281688460798,-26.2996589570539,-23.7344280625033,346.757893797041,-40.3427505728127,-37.8533966856518,-23.3345763772707,-36.8725568817613,-35.4402943113055,-26.2662300482417,-31.0552164109632,-39.3994568043206,-27.6286630777932,-17.8491705699454,-40.1857664615741,-27.6002995368558,-36.1591543021464,-22.5165350470746,-22.3683165391996,-17.1469906044221,-34.2260247463246,-35.3422285742301,-33.4831578047211,-29.9904738431596,-21.1092860595397,-39.3772988222846,-35.0186575971661,-41.7733789726144,-36.4514512272054,-25.7712494374972,-36.0158731745343,-27.556699355413,-41.0424667418639,-25.8884926579803,-31.1666244014136,-42.3393775493413,-31.5926899893466,-26.3939273885697,-29.1540349410935
-41.9152729927157,-17.9532660351665,-45.6619494719838,-4.25922219219443,-54.9344508376895,-56.2862879321717,-60.1113170431369,-33.1948396442353,-45.579059222181,-37.9579450107803,-35.0117139526774,-49.483753875292,-37.471868814737,-31.5979134327082,62.7200849816592,-56.9081514704132,-52.038898446591,-34.0900732353782,-51.2231939089359,-49.6093008449973,-36.7562937210013,-45.240474667672,-55.4592796296236,-39.1154057073745,-28.1993035400891,-55.947947726036,-39.8015005187099,-50.2099738254067,-31.4751967671328,-31.746796703899,-24.3119882438554,-48.7784787660183,-48.6589629886184,-47.6199897081005,-42.6242249117255,-30.17351302004,-56.6090017722097,-48.1687955425017,-60.7001455338684,-51.4997775653444,-35.8002947711511,-50.0065633387757,-40.1997591894333,-58.0822634636428,-37.0285877579687,-41.7715999674429,-58.1723185789952,-42.0593738581497,-38.044297461049,-41.7944707887183
-65.9560147904812,-35.3788992982912,-77.9257122120554,-28.8287041296748,-92.5722878215422,-92.0975615599212,-101.204190202777,-58.5669075619032,-74.3552340482971,-63.1959279214023,-60.3378536743007,-84.5562676380834,-63.4210413797923,-55.3811464909137,209.275351708675,-96.9915314528154,-87.9619844520942,-57.7536183524935,-85.8204392376851,-82.4733357018745,-62.2123586164916,-76.0094782094082,-90.7049495365007,-67.0881491878026,-47.8386922253454,-92.6158340934148,-68.0392622602372,-85.5883220398404,-53.1973311787194,-53.6297212916568,-46.2376552243424,-80.062365444125,-82.0447420729307,-80.1155585134978,-70.5293763720478,-51.7932709344081,-93.2717764899179,-79.4945061812982,-102.344253776304,-86.3699781778868,-61.4969633138655,-85.1891766665115,-67.6556904415235,-96.9094257188936,-64.1492482887636,-70.7777293274551,-98.7553810418481,-72.6971091104943,-64.7310768065302,-71.6177267854776
-95.0075802440811,-46.8404250954308,-109.856327911168,-150.162835040948,-130.625152484903,-131.287935432735,-141.876330705829,-78.16584232104,-107.547505956762,-87.9146233314188,-82.472399067562,-116.578492052805,-87.9199851686237,-76.6763775350461,418.365647318422,-132.745738111565,-123.124942340523,-81.0644745339172,-119.37274745409,-115.463347424351,-86.1408003243889,-105.091930274695,-129.121850260815,-92.2379629342215,-63.5059001047267,-129.964032860102,-93.3633013392234,-122.254955415463,-72.1382082266442,-74.9639257445709,-64.2672086594666,-115.515288648733,-116.971816223389,-112.72887592781,-100.649493754003,-73.8013310056824,-130.260590938243,-112.603114439322,-141.851753468965,-119.313884978942,-85.7349724393616,-118.062407095953,-94.404348794086,-134.350119802708,-85.6861089185695,-100.908781784103,-139.428075281577,-100.224350876819,-88.6650309921399,-98.2810086517507
-24.0500694643783,-9.04731998920584,-29.3947963447482,24.0174650507703,-33.8194963316879,-34.7003121838377,-37.6523757181296,-20.1672673506495,-28.2416384930458,-23.4751199495765,-22.039746189334,-30.7672106946616,-23.0789505450248,-19.5032396809337,208.579197393257,-35.2691412174612,-33.1802778318651,-20.0154342703391,-31.7935558122923,-30.6378693268129,-23.6476859559667,-27.1788091291408,-33.5923138532934,-24.2807064103848,-16.3825039515056,-34.7803778462638,-24.3162746321929,-31.8692458315979,-18.4646952593662,-19.675163070396,-16.2218255528221,-29.683992856916,-31.1949664779617,-29.6457762095145,-26.3346879620712,-17.5725974054245,-34.0260598510716,-29.1728652539705,-37.428818768345,-32.0481819856439,-19.876681527358,-32.2000642973396,-24.8173991377519,-36.1798587523801,-23.3906581583199,-25.996785517309,-37.4700716720996,-27.0375128398044,-24.4992740828788,-26.2568474044513
-57.3322051312542,-26.1118682840127,-66.186117136493,-101.053431934973,-78.2159968133739,-79.6701358110919,-84.9484493395392,-49.2251328873709,-63.4577557665527,-53.0284293483154,-49.3151739078418,-69.9824867934055,-52.2599950102902,-44.8514534809886,229.492839255917,-79.7106084531287,-73.5869479545829,-48.3589713968996,-74.0960320146183,-69.9278142556342,-52.1418993996457,-65.6171792146824,-77.8581043933131,-55.6433746137879,-38.6467106616505,-79.6989186523807,-56.7221320937908,-73.3132762774962,-44.3552553223582,-45.8284952509363,-37.9471138623821,-69.4420636003023,-70.7727805265761,-66.5942839936865,-60.544729455826,-43.2652855590047,-79.1657995997591,-67.9315735626713,-85.8372980134373,-72.7769447570788,-51.6410367955954,-71.5063123498508,-57.3592742325647,-82.7761669175013,-51.161314844816,-60.7455838185154,-84.3673436963189,-61.0040586741621,-54.4752857416954,-60.610448649755
-6.23077387337098,-1.86812497992592,-7.29127572860011,10.3162771142344,-9.09362357524424,-8.76790073106817,-9.6176674227185,-5.31255685464665,-7.41282975085907,-5.52261446755657,-5.56743383854973,-7.91890789852825,-6.12410672764467,-5.08744202372434,45.4330457959125,-8.94083914272125,-7.70775857836015,-5.18913379054257,-8.03523739098148,-7.66136299784263,-5.95530849870468,-7.07495160227906,-8.8841947372605,-5.84753315555375,-3.71108012190536,-8.85245627163839,-6.71586308274827,-7.69184042805778,-4.76446492801393,-5.31491780619333,-4.6152875977395,-7.92548740844063,-8.05685011327998,-8.15373673090196,-6.82903863159235,-4.24203126453219,-8.97020998553809,-7.60791918229023,-9.64554673122108,-7.81713271814251,-5.42895706491693,-8.04154111816165,-6.43193973406897,-9.28923880938149,-5.84319046876886,-6.72749435982837,-9.26770767617906,-6.60037922556582,-5.21583727698525,-6.76074762786621
-54.6173224430412,-23.2589782409938,-64.1391057182744,-32.4892738171465,-76.8104456411047,-77.0537044854672,-84.0387432855882,-45.9563980924604,-62.8317262985764,-52.2026880300326,-50.0427902090287,-69.5276656152278,-51.3949554526378,-45.636678752776,44.9167829903985,-79.6859334860628,-73.1900988035597,-47.0854789730937,-70.5998290372046,-68.0307259235379,-52.196266980191,-60.8204449126876,-75.9290224867522,-54.4224918690775,-38.2409065064929,-76.5484365155657,-56.0002171070838,-71.1314854368301,-45.0885067188266,-44.6880878289437,-36.7179562685818,-66.1674152814496,-68.0532124466871,-67.4698430195244,-59.2993562885413,-42.6982129239203,-77.8018038175276,-66.1134998317886,-82.9124151039815,-72.2995185833764,-49.9435305939096,-70.7770052513343,-54.989166976156,-79.0274636777259,-52.0887101348211,-57.7477929804758,-82.4949577934981,-59.2685498755918,-54.0221097251051,-58.3207046816587
