V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,PosClass,NegClass,Validation
0.594458672555528,0.0221324558222056,-0.18448023139985,0.251797938460103,-0.134235015714861,-0.379630366787194,-0.686472502565815,-0.830623047587068,-0.0472504714624588,-0.394909099505641,0.416577501832136,0.0885614899039184,-0.40613001367175,-0.154549043891402,0.0994930262770243,-0.939176434569188,-0.355723118083753,0.600071122370662,0.622296672935079,0.696890621481869,0.514645258601712,-0.159614458102056,-0.0844236705599504,0.410287822909827,0.204477017423325,0.111234405115624,-0.138533029747154,-0.205048359498794,-0.425635441173082,-0.223925530252427,-0.330174938790519,-0.753692329342245,-0.228289613333397,0.221028142902253,0.176916338460005,0.486487470063589,0.00586607070849451,-0.436453715464826,0.89379807556919,0.421867848130419,0.261193584026186,0.495717921950995,0.211519550718956,-0.0555032966755731,-0.851810987847683,-0.160788413488226,-0.258192363658423,-0.360308149984293,-0.76118692151179,-0.0253434199188265,0,1,0
-0.329037498902544,0.385770206628231,-0.138598207992909,-0.658596862716034,-0.950113820222724,0.359024219971723,0.124705231631601,0.43183397749057,0.316934614584438,0.556900919087061,-0.0859643172577054,0.64648267519853,-1.36397828777016,0.616379959799959,0.595096531404379,-0.02734469691305,0.850526009321947,0.209621454969676,0.321968615637411,-0.446831049236784,0.079620101221625,-0.90094454716607,-1.05984992944147,-0.0185138562769639,0.0608515781195696,-0.793288214275431,-1.34934152070843,0.556792961947348,-0.452954278216502,0.930447169712886,-0.00915904758707464,-0.0369228501272717,0.634231331471528,-0.395883434303352,0.301978654923871,-0.303332378919857,1.27312216931749,-0.0310091913638712,0.229327886565533,0.395489872291573,-0.257558330302823,0.277124079117261,-0.594725185527831,-0.327818234800763,-0.00798795666525663,0.761922785706015,-0.92783409566424,0.084006767974607,0.557586357513216,0.161091624916985,0,1,0
-0.570336277802274,0.791116840054511,-0.130177906936102,0.619377502625901,-0.0343707530791703,-0.0290266773342478,0.326036625737801,0.497567637501286,0.199991853678288,0.508301598255672,0.102697773513049,0.171460433553816,-0.169177247669855,-0.637364337808094,0.509921664323307,-0.00679523349410182,-0.413731594398824,0.405773139758913,-0.337882767865585,0.201165873795265,-0.519502358441572,-0.203946907097459,0.308006321136146,0.708316448739897,-0.302750055800455,-0.897110165711326,-0.162325158176148,-0.271276613154399,-0.886800631077693,-0.37935384143303,-0.150499898782427,-0.299015515038823,0.0806459625206474,-0.895640141109055,-0.283606063858958,0.509593270275612,-0.574512743545066,-1.16119184784008,-0.209741716790742,0.0131050196239672,0.209498794608714,-0.758166316490307,-0.500446485124646,-0.284896946350948,-0.135772544603647,0.0397489110217973,-0.238372092151661,-0.00945744856805091,0.181257043070557,-0.216354265104655,0,1,0
-0.307893123622355,0.0767322493143614,0.355105402929456,-0.0471826246153628,-0.121197085201558,-0.00920434960861932,-0.442738387869674,0.129017576166336,-0.0972202036856072,-0.328773022537002,-0.795266626788088,0.196158056502138,-0.319242490174096,-0.446461132904268,0.324107634055288,-0.353384497956828,-0.548874511713194,0.03158028820124,1.07945334745796,-0.678072082533889,-0.0788919090945591,0.322009347730222,0.139354237420578,0.114029850487896,0.369034466638236,0.160503531597142,-0.287458580614924,0.189407418894285,-0.597154169232229,-0.189216284027295,-0.0942919168902306,-0.68234775148588,0.476326287857817,-0.401797165887197,-0.0750205268432398,-0.277003366748961,0.165680388931082,0.155222643829142,0.102786042684013,-0.068932993181507,0.340415257677063,-0.0779169335600034,-0.0454020636295471,-0.334750088561353,0.28068839666429,0.132933091052252,0.100303598990769,0.305668931495739,0.0576673518654316,0.165696273581785,0,1,0
0.117079260126347,0.290572120856898,-0.00694110723321311,0.385492506239955,-0.510634209227601,0.0731370627273461,0.0666859394511325,-0.362267703477619,0.00921939287545406,0.115244946788748,-0.185718097910446,-0.245221421203686,-0.464878701020317,-0.365211077663874,0.111788372302288,0.0982901026390721,0.256413650718728,0.244036540524336,-0.0215092168930346,0.198074037968388,-0.349479435203871,-0.378431218249268,0.285402510528937,0.124455143129429,-0.306437152363618,0.235563930231332,-0.0994881102206249,0.0277483774191251,0.134993343798301,-0.169873522927678,0.476797687572788,-0.179897199532763,-0.0511701599359272,0.281774527388156,-0.156489628232197,0.261891081806889,0.0595714823276421,-0.194160107833983,0.176140756757797,-0.0510179312462175,-0.177861597442343,0.030300374223467,-0.445336270153032,0.1935870443489,-0.181135670493275,-0.0941966819400295,-0.191840885367316,0.0073917285671925,0.345575672842914,-0.0932346006531544,0,1,0
-0.420255807756057,-0.400198988382951,-0.237274937032082,0.300189205232953,-0.31195226753064,-0.0101070556706296,0.153957723901197,-0.143899695939672,-0.155030765345916,-0.4229453110381,0.522765417240323,-0.57518514257968,-0.142250718093805,-0.0416019001693178,-0.212906831127655,0.258328063792403,-0.913320283110523,-0.150676341391483,0.265673208332022,-0.500522753102347,-0.228996128665965,0.0497500166457649,-0.0534020004837454,-0.122593869140514,0.18301041174709,-0.335674886735288,0.133678311795382,0.378024480491713,0.172549144495794,0.0487167570997174,-0.0549338090000971,0.0815138714693791,0.600328228745154,-0.139801541266124,0.121004243206707,-0.116677532690058,0.409168500197814,-0.116353961716255,0.238979055384264,0.134106009519713,-0.0218671799762272,-0.0861832553237402,-0.033357436128074,-0.00385498924843584,0.412611813347495,-0.380725496137324,0.127353819434292,-0.396945424012439,0.727950960162373,-0.49734717646032,0,1,0
-0.100696420388969,0.165380985546066,0.0351805582410743,0.370835710273565,0.00827327794753679,0.63627869165671,-0.470641538903967,0.0219975459013579,0.846535025655255,-0.927210995125295,-0.353627426389765,-0.317308336169737,-0.144096618613047,0.505417237617625,0.0591408582514151,-0.585574402507578,-0.311776981506731,-0.222055243585144,0.0849365831980272,1.09317886748742,-0.0620002654566098,-0.0820829165564835,0.128695330374297,0.0252290623766229,1.23001699102212,0.733479542309137,-0.239487574860224,0.554181649345809,-0.421211985142206,1.00280279431687,-0.258262736123278,0.14962055455425,0.0654823932820979,0.190951735660203,-0.274918536244107,-0.0182565495186122,-0.147922080384031,0.297745207278661,-0.450004384349733,-0.133450277591645,0.104671564427237,-0.106187037468788,-0.740092450054607,0.088403588930689,0.0533264595044782,0.538674164744893,0.33980485075738,-0.0350829402587632,0.0371402743605305,0.241652167226777,0,1,0
-0.310316523874947,0.126718780271177,-0.249182306050797,-0.253801517298876,0.240641756922944,0.727919141290805,0.354637640397786,-0.877613261043221,-0.175721612161211,-0.843584765015924,0.524638593746555,-0.188609906380377,0.296931677367429,-0.435546117509762,0.339117880460682,-0.126830535682236,-0.505801130927812,-0.593777232885346,0.169371468440159,0.495125106498961,-0.242478883237784,0.636331744107111,0.573819579104888,-0.25280084036362,-0.332575927592667,-0.205611065618548,0.25494669093812,0.235144210669325,-0.126069593873092,0.0692517478229385,-0.441518831120609,0.141980038808585,0.330884927477282,0.879977120793584,-0.644480126908224,-0.225309288222878,-0.988671254400005,0.340244372591616,0.447754733502173,-0.0756080962393165,-0.370723948819652,-0.0311401382012293,-0.0694340384570749,-0.116686148348152,-0.46390268126289,0.463726823963763,-0.507091584260086,0.212531159314173,0.00690624939301875,0.707066015030782,0,1,0
-0.101974922278508,0.153413455199179,-0.0803667365657973,-0.467029848460399,0.0355863648734385,-0.00866913815335109,0.321309741608139,0.0215027456149525,0.0794841116545319,-0.184282279065998,0.149405151157398,0.236465520003287,0.250957115126604,0.16123107511039,0.140359083638738,-0.274514621805349,-0.194205659960383,0.251436596365538,0.165801629805551,-0.0652182378326412,0.130332508236473,0.351008030488757,0.19008210482405,-0.107637570393288,0.256112900779166,-0.0402203013455568,-0.277912773495981,-0.00428642974408834,-0.0319633455738839,-0.235733130434994,0.173434615399169,0.252238593407705,0.209813157753452,0.0947218516949967,-0.0781786264566341,-0.109618742237151,-0.27227603095051,0.164017472649072,0.118373784195139,-0.0226337466236831,-0.0675646566776093,0.177072848766474,0.437805836604481,-0.0189576547946925,-0.307629595059692,0.189839228210207,0.0547871139040191,0.140480713905963,0.400687317941682,0.17723501987428,0,1,0
-0.174485701332856,0.253600169427361,0.0373338259185122,-0.207986593525539,0.0646599385583031,0.15537114249041,0.336722307855163,-0.00396137287382266,0.0915432260901553,-0.248508543305713,0.197304961765055,0.0650417876481412,0.0637331908297235,0.00204521638519867,0.405513970314934,-0.202036386029071,-0.0242799276271799,0.140980895348606,0.334598550574801,0.0351973729408498,0.17617299877328,0.401750622319159,-0.0120701975995492,-0.0441722338247091,0.251879167800117,-0.0122255070888367,-0.236376690800483,-0.057961285342297,-0.0355081261364736,-0.409413921872576,-0.0258667395984846,0.201274057676675,0.275899261121298,-0.00349905130227196,-0.199040559805754,0.246560737317863,-0.144525350653029,0.33001367164684,-0.0302051858186393,0.0388527489417086,-0.081677859596617,0.149605356573086,0.256340786889743,0.0383052248086396,-0.34301863443568,0.0242847223426785,0.147493198075962,0.116117816380456,0.0201129762585903,0.179778954186862,0,1,0
